text;created_date;rubrics
"Иркутская региональная общественная организация по поддержке семьи, материнства, отцовства и детства «Родители Сибири» и Иркутская областная юношеская библиотека им. И. П. Уткина при поддержке Фонда президентских грантов реализуют проект «Семейный центр «Будущее рождается сегодня». 
 
В рамках проекта проводятся просветительские мероприятия для молодых родителей и молодежи: онлайн-лекции, дискуссионные площадки, выездные мероприятия. 
 
Клуб молодых родителей ОЮБ им. И.П. Уткина приглашает жителей Иркутской области 20 апреля в 11.00 на онлайн- лекции. 
 
Темы: 
 
1. Семейный климат: 
 главные условия воспитания детей в семье; 
 влияние семейного климата на формирование и поведение ребенка; 
 детские потребности; 
 роль бабушек и дедушек в воспитании детей. 
2. Эффективные техники детско-родительского общения: 
 техники общения, способствующие гармоничному развитию и взаимодействию с детьми; 
 техника «я-сообщение»; 
 техника активного слушания. 
 
Лектор – Аверьянова Елена Николаевна, психолог-консультант ИРОО «Родители Сибири», семейный и детский психолог. 
Видеотрансляцию будет осуществлять Иркутская областная юношеская библиотека им. И.П. Уткина. 
 
Вход свободный.";18.04.2019 5:38;['VK-1603736028819866', 'VK-10287040833', 'VK-16064634037']
Уважаемые черемховцы и гости города! Приглашаем вас посетить спектакли Иркутского Театра пилигримов, которые состоятся на сцене Черемховского драматического театра имени Владимира Павловича Гуркина. Спектакль «Сердце матери» пройдёт 19 апреля в 18:30 часов, спектакль «Маленькая опера» — 20 апреля в 11 и 13 часов, спектакль «Маэстро» — 20 апреля в 17 часов. Билеты приобретайте в кассе Черемховского драматического театра;18.04.2019 5:27;['VK-1603736028819866', 'VK-27660341427', 'VK-12108073532']
"В рамках музыкального фестиваля «Джаз на Байкале» 6 апреля в Иркутске в 11 раз прошел эстрадно-джазовый детско-юношеский фестиваль–конкурс JAZZ KIDS.

На конкурс подали заявки молодые музыканты Казахстана, Кореи, Китая и России. Всего было подано 84 заявки, это 240 исполнителей.
180 из них преодолели первый отборочный тур, и попали на прослушивание. В том числе учащийся выпускного класса детской музыкальной школы г.Черемхово Кравец Егор. Его результат – дипломант I степени.

Международный конкурс — фестиваль в рамках проекта
«Сибирь зажигает звезды!»
Организатором конкурса — фестиваля является Фонд поддержки и развития детского творчества «Планета Талантов» при поддержке Министерства культуры Российской Федерации.
Конкурс проводится в городах Сибири: Кемерово, Барнауле, Тюмени, Красноярске, Иркутске, Новосибирске.
В Иркутске конкурсные прослушивания состоялись с 11 по 14 апреля. В мероприятии приняли участие ученики школ искусств со всей Иркутской области.
Детскую музыкальную школу г.Черемхово представляли учащиеся фортепианного отделения: Лепшокова Инара, Витвицкая Ульяна, Петрова Лилия. По итогам конкурса девочки стали дипломантами 1 степени.";18.04.2019 4:17;['VK-1603736028819866', 'VK-21483645618', 'VK-84537448636']
"Накануне в вечернее время в дежурную часть полиции поступило сообщение от местной жительницы о том, что неизвестные лица из её дома выносят различные вещи, которые складывают в грузовой автомобиль. Самой хозяйки не было дома, об этом ей сообщила соседка.

Информация о возможном преступлении была передана наружным нарядам полиции. Экипажем ДПС в составе старшего лейтенанта полиции Георгия Темакина и прапорщика Виктора Егорова был задержан автомобиль, в котором находились предполагаемые преступники.

На место происшествия незамедлительно прибыла следственно оперативная группа. При осмотре транспортного средства в салоне правоохранители обнаружили похищенное имущество.

Подозреваемых доставили в отдел полиции, где они признались в содеянном. Ими оказались двое местных жителей 32 и 35 лет. Один из подозреваемых задержан в порядке статьи 91 Уголовно-процессуального кодекса Российской Федерации.

В настоящее время сотрудниками следственного отдела возбуждено уголовное дело по признакам состава преступления, предусмотренного частью 3 статьи 158 Уголовного кодекса Российской Федерации. Санкции данной статьи предусматривают максимальное наказание в виде лишения свободы сроком до 6 лет.";18.04.2019 2:49;['VK-1603736028819866', 'VK-63825119448', 'VK-67071336557']
"Страшно то, что случилось в последнее время. Сегодня раскурить «косячок» в школьном туалете – это не новость. Молодое поколение становится полноправным участником большой игры в «белую смерть». О последствиях новообращенные не задумываются. Они верят в безвредность препаратов, передают друг другу верные рецепты самолечения.

Наркотики в состоянии за несколько дней поработить волю человека, за несколько лет «выжечь» человека дотла, превратить его в беспомощную машину, вся жизнь которой посвящена поиску новой «дозы» и страху перед очередной ломкой.

Кроме наркотиков серьезную угрозу представляют и отдельные психотропные средства, которые оказывают такое же сильное действие на центральную нервную систему, как и наркотики. Современные наркотические средства способны сформировать такую зависимость всего в несколько приемов. Кроме того, что наносится невосполнимый вред здоровью человека, употребление наркотиков, их распространение, является общественно опасным деянием, поэтому влечет за собой ответственность как административную, так и уголовную.

В Кодексе об административных правонарушениях, предусмотрены статьи за употребление, распространение, приобретение и пропаганду наркотических средств и психотропных веществ. За которые предусмотрены санкции: в виде штрафа или ареста.

В Уголовном кодексе, наказание начинается со статьи 228 (Незаконные приобретение, хранение, перевозка, изготовление, наркотиков и их аналогов) + 228.1(сбыт), 229 (Хищение либо вымогательство наркотических средств или психотропных веществ,), 229.1(Контрабанда наркотиков), 230 (Склонение к потреблению наркотических средств, психотропных веществ, в том числе склонение несовершеннолетних), 231(Незаконное культивирование растений (выращивание). За которые предусмотрены такие санкции как: штрафы от 40 тыс. рублей до 500 тыс. рублей, ограничение свободы, исправительные работы, лишение свободы на срок от 4 до 20 лет, за некоторые их них.

Если вы все-таки попались в эти сети, то знайте, что выбраться из этого дна сложно, но, тем не менее, это реально!";18.04.2019 2:43;['VK-1603736028819866', 'VK-78154259583', 'VK-39288083403']
Беспрецедентная акция от минздрава Иркутской области: ремонт здания лор — отделения в 400 кв. м за четыре года, вдумайтесь, и практически «без ущерба» и неудобств. Ну разве что, койки перенесут на Каркас, в больницу №2. Решили отремонтировать и начали переезд, правда, объяснить, где возьмут средства, не смогли. В бюджете ремонт здания не предусмотрен. В администрации г. Черемхово полагают, что это очередной обман. Так произошло с помещением туберкулезного диспансера — временное здание на ул. Д. Бедного стало постоянным, а обещание построить медучреждение забыто. По мнению общественности, ремонт длиною в четыре года, это лишь предлог, чтобы закрыть отделение и попросту бросить здание, тем самым сократить расходы. Усугубляет этот факт и нежелание руководства больницы и представителей минздрава региона отвечать на вопросы взволнованных горожан и предоставить конкретный график и виды ремонтных работ. Совещания ни к чему не приводят, поэтому 19 апреля общественность решила организовать митинг по проблемам медицины в г. Черемхово и призвать к ответу всех причастных. К вопросу присоединились и парламентарии региона. В адрес Заксобрания также поступают жалобы, касающиеся не только качества медуслуг, но и закрытия лор-отделения. Жителям города остаётся следить за развитием событий, активно отстаивать свои права и не оставаться в стороне.;17.04.2019 13:34;['VK-1603736028819866', 'VK-13247002960', 'VK-65886169302']
"Уважаемые жители города Черемхово!

Если вы недовольны качеством предоставляемых услуг лечебными учреждениями нашего города, если вы не можете месяцами попасть в дневной или круглосуточный стационар больницы, если вам не выдают направление на прием к врачу лечебных учреждений города Иркутска, если вы часами простаиваете в очередях со своими детьми к врачам – приходите на площадь им. Ленина г. Черемхово 19 апреля 2019 года в 12 часов дня. Поддержите Общественный Совет города, поддержите сами себя! 
Если останемся равнодушными- нашим врачам и медицинским сестрам скоро негде будет работать, а нам с вами придется ездить в лечебные учреждения пос. Кутулик и Свирск.";17.04.2019 13:23;['VK-1603736028819866', 'VK-36202555799', 'VK-78793595301']
"Немного времени остается до Дня Победы. Традиционно в Черемхово пройдет акция «Бессметный полк». Целью акции является сохранение в каждой семье личной памяти о поколении Великой Отечественной войны. 9 мая каждый участник акции выходит на улицы города с фотографией своего родственника – ветерана армии и флота, партизана, бойца сопротивления, труженика тыла, узника концлагеря, блокадника, ребенка войны, чтобы принять участие в параде.

Кто еще не изготовил портреты своих родных – участников Великой Отечественной войны, для этого вам необходимо: 
— знать фамилию, имя, отчество, годы жизни и если известно – воинское звание. — принести заявку в Выставочный зал им. В.А. Инешина, который расположен в ДК «Горняк» на 2-м этаже.

Заявки принимаются до 20 апреля 2019 года. 
Изготовление портретов бесплатное.
";17.04.2019 9:02;['VK-1603736028819866', 'VK-96281442452', 'VK-88956461359']
"Накануне в дежурную часть Межмуниципального отдела МВД России «Черемховский» поступило сообщение от местной жительницы. Женщина сообщила, что неизвестный проник к ней в дом и совершил кражу имущества.

Как установили прибывшие на место происшествия сотрудники полиции, двое бдительных мужчин заметили, как к потерпевшей в дом проник незнакомец. Об этом они по телефону сообщили хозяйке дома, которая сразу же перезвонили правоохранителям. До приезда стражей правопорядка очевидцы удерживали «домушника».

В дальнейшем злоумышленника доставили в отдел полиции. Им оказался ранее судимый 28-летний житель Черемхово. Похищенное имущество было возвращено владельцу. 
По данному факту возбуждено уголовное дело по признакам состава преступления, предусмотренного частью 3 статьи 158 Уголовного кодекса Российской Федерации «кража». Санкция статьи предусматривает максимальное наказание в виде лишения свободы на срок до 6 лет.";17.04.2019 8:56;['VK-1603736028819866', 'VK-72336740975', 'VK-57444028051']
"17 апреля — День ветеранов органов внутренних дел и внутренних войск МВД России – это праздник всех тех, кто с честью служил своей стране, защищая в правовом поле граждан, участвуя в контртеррористических операциях, выступая на страже законности и порядка.

Начальник МО МВД «Черемховский» полковник полиции Сергей Линский поздравил ветеранов с их профессиональным праздником, пожелал им долгих лет жизни, здоровья и семейного благополучия.

Также Сергей Валентинович отметил, что ветераны вносят весомый вклад в работу по предупреждению и раскрытию правонарушений, обучению и воспитанию молодых сотрудников, формированию в современном обществе позитивного отношения к органам внутренних дел.";17.04.2019 8:50;['VK-1603736028819866', 'VK-36138468648', 'VK-22413993343']
Продам жилой дом! П. Восточный, 40 кв.м., дом полностью из листвяка, все постройки к продаже будут снесены, земля готова для строительства. В доме сделан косметический ремонт, окна ПВХ, новый забор из обрезной доски по всему перемитру, новые ворота, в огороде стоит капитальный летний душ. Земля по меже 27 соток. Собственник, продажа в связи с переездом. В доме остаётся мебель и много что по мелочи! Документы на дом готовы, на землю в конце апреля. Цена 550 000, торг на месте. Всё вопросы по телефону 89500868682.;17.04.2019 7:19;['VK-1603736028819866', 'VK-10544620027', 'VK-82631672079']
"Требуется продавец, сотовых телефонов, в г. Черемхово! А так же, расклейщики обьявлений! 
-Если ты активный, ответственный, хочешь получать достойную з/п, мы ждем тебя! 
-Проходит обучение, карьерный рост. График ночной 2/2. 
Звонить по тел. 89249964849. Ольга";17.04.2019 4:38;['VK-1603736028819866', 'VK-77953369576', 'VK-87803591024']
"К празднованию 74-ой годовщины Победы в Великой Отечественной войне готовится Черемхово. Город отметит праздник концертными программами, военно-патриотическими конкурсами, спортивными мероприятиями. Заседание организационного комитета по подготовке и проведению праздничных мероприятий провел мэр Вадим Семенов 9 апреля.

В этом году изменен маршрут памятного шествия «Бессмертного полка». Колонна начнет свое шествие с пересечения улиц Горького и Некрасова, родственники с портретами фронтовиков проследуют по улице Ференца Патаки до площади имени Ленина. «В 2020 году мы будет отмечать 75-ую годовщину Победы в Великой Отечественной войне. Считаю, что праздник в этом году мы должны рассматривать как генеральную репетицию подготовки к юбилею Великой Победы. Мы должны сделать все, чтобы каждый человек проникся идеями патриотизма и прочувствовал, насколько значима для нашей страны эта дата. К подготовке всех мероприятий нужно подходить ответственно и творчески, — нацелил участников оргкомитета Вадим Семенов.
Мероприятия, приуроченные к 74-летию Победы, пройдут в учреждениях образования, культуры и спорта: будут организованы уроки мужества, конкурсы чтецов «Строки, опаленные войной», поэтические часы, концертные программы, акции «Георгиевская ленточка», конкурсы рисунков, литературно-музыкальные композиции, мастер-классы, выставки творческих работ учащихся художественных школ «Спасибо деду за Победу», также будут представлены экспозиции из фондов музея о героическом прошлом черемховцев. В Парке культуры отдыха запланированы реконструкция «Привал», «Полевой госпиталь», «Литературная поляна». Жителям будет предложено изобразить на мольбертах рисунки «Рисуем Победу», сразиться в шахматном турнире. Дню Победы будут посвящены традиционный мотокросс, легкоатлетический забег, первенства по мини-футболу, дзюдо, боксу.

«Нужно и городской субботник посвятить предстоящей годовщине Победы. Чтобы и предприятия, и торговые объекты, и молодежь более активно и ответственно подошли к уборке города. К празднику город должен быть чистым и ухоженным, это наша общая задача, — обратил внимание Вадим Семенов.";16.04.2019 10:20;['VK-1603736028819866', 'VK-78910164659', 'VK-38519713871']
"Проект активистов из Черемхово «Озеро. Перезагрузка» стал одним из лучших среди проектов четвертого набора в крауд-акселератор программы АСИ «100 городских лидеров». Теперь его авторы получают возможность приоритетного размещения запросов на крауд-платформе 100gorodov.ru и смогут пользоваться онлайн-поддержкой от наставников для работы над проектом.

Также участвовали Великий Новгород, Верхняя Салда, поселок Волга, Вышний Волочек, Зеленоградск, Златоуст, Инза, Иркутск, Калуга, Зарайск, Люберцы, Орёл, Пермь, Мурманск, Миасс, Саяногорск, Смоленск, Челябинск, Черкесск. При подведении итогов четвертого отбора в крауд-акселератор эксперты принимали во внимание реальную способность проектов использовать инструменты краудсорсинга.

Напомним, что авторы проекта «Озеро. Перезагрузка» из Черемхово предлагают благоустроить городское озеро и создать новое многофункциональное пространство, которое будет использоваться горожанами в любое время года. Благодаря реализации проекта удастся повысить качество жизни горожан, повысить имидж города, выявить и сохранить архитектурно-ландшафтную уникальность и потенциал территории.

Авторы проекта выражают благодарность всем, кто был не равнодушен и голосовал за проект! Надеются на дальнейшую поддержку жителей нашего города

Для информации:

Программа «100 городских лидеров» стартовала в январе 2019 года под эгидой Агентства стратегических инициатив (АСИ) в партнерстве с госкорпорацией «Росатом» и призвана вовлечь активных граждан в процессы изменения городов к лучшему. Программа рассчитана на 5 лет, включает в себя акселератор городских проектов, работу с наставниками и экспертами, а также краудсорсинговую платформу для поиска решений и получения предложений www.100gorodov.ru";16.04.2019 10:06;['VK-1603736028819866', 'VK-35316537431', 'VK-30381373874']
"Здравствуйте, хотелось бы обратить внимание администрации города на проблему парковки возле магазина Эльдорадо, на месте где припарковывались автомобили расположились торговые ряды с траурными цветами, машины с углём, где людям ставить авто? Водители заезжают и начинают метаться куда же поставить машину. Все это создаёт проблему для автолюбителей а также , что не мало важно, для людей. Не один раз там были печальные случаи с наездом на граждан.
https://cherem24.ru/news/5312-hotelos-by-obratit-vnimanie-administracii-goroda-na-problemu-parkovki-vozle-magazina-eldorado.html";13.04.2019 0:42;['VK-1603736028819866', 'VK-57033014821', 'VK-93614370479']
"В рамках Всероссийской акции «Неделя без турникетов» с 15 по 21 апреля 2019 г. совместно с работодателями организует проведение экскурсий на предприятия городов Черемхово и Свирск.

Данное мероприятие, направленно на профориентационное информирование обучающихся о деятельности ведущих предприятий и популяризацию профессий и специальностей, востребованных на рынке труда.";13.04.2019 0:21;['VK-1603736028819866', 'VK-56261787052', 'VK-91834878244']
"Оглашение послания губернатора Иркутской области 10 апреля началось с инцидента. В зале Музыкального театра раздались выкрики мужчины с плакатом: «Такой губернатор нам не нужен! Пусть ответит за свои предвыборные обещания!» 
 
После этого «скандалист» покинул зал, а губернатор продолжил свое выступление. Наряду с этим перед зданием музтеатра проходят одиночные пикеты с обращением к губернатору о необходимости услышать население региона, сообщают региональные СМИ. 
 
Представитель оргкомитета по наблюдению за исполнением предвыборных обещаний Алексей Игумнов: 
 
— Я ПРИШЕЛ НА ПОСЛАНИЕ, ПОСМОТРЕЛ НА ВЕСЕЛЫЕ КАРТИНКИ, С КОТОРЫХ НАЧАЛОСЬ МЕРОПРИЯТИЕ, И РЕШИЛ ЭТО НЕ СЛУШАТЬ. Я ВЫСКАЗАЛ СВОЕ МНЕНИЕ — ПУСТЬ ЧЕЛОВЕК СНАЧАЛА ОТЧИТАЕТСЯ ЗА ВСЕ СВОИ 17 ПУНКТОВ, ЗА УЧАСТИЕ В НЕЗАКОННОЙ ОХОТЕ И ЗАГРАНИЧНЫЕ ПОЕЗДКИ. 
 
Оглашение послания губернатора о положении дел в регионе в 2018 году и основных направлениях областной государственной политики в 2019 году проходит в рамках 12-й сессии Законодательного собрания. 

 
Ранее 
 
30 марта 2019 года на площади 50 лет Октября в Иркутске Оргкомитет провёл пикет за отставку губернатора Иркутской области С.Г.Левченко.";11.04.2019 10:35;['VK-1603736028819866', 'VK-88397365110', 'VK-54114908655']
"Ветеранам труда Иркутской области предоставляется скидка 50% на проезд в поездах пригородного сообщения на территории региона. Соответствующие нормы прописаны в областном законе.

Льгота действует до 31 декабря 2019 года. Билеты могут приобретаться только в одну сторону или в категории туда/обратно. Приобрести льготный билет можно как предварительно, за 10 суток, так и в день осуществления поездки.
Скидка оформляется при предоставлении следующих документов:
— паспорта или иного документа, удостоверяющего личность;
— решения о предоставление мер социальной поддержки, оформленного территориальным подразделением министерства социального развития, опеки и попечительства Иркутской области, с указанием получателя льготы «Ветеран труда Иркутской области».";11.04.2019 4:52;['VK-1603736028819866', 'VK-14308047948', 'VK-97431387969']
"В настоящее время нагрузка обучающихся в школах детей составляет 47 часов в неделю. Для сравнения, на взрослых ложится рабочая неделя в 40 часов, пишут «Аргументы недели».

Причём речь идёт о нагрузке не для старшеклассников, занимающихся подготовкой к экзаменам, а для обучающихся младшей школы. Такое напряжение негативным образом сказывается на психическом и физическом состоянии здоровья школьников. К тому же, и этого времени не хватает для усвоения учебной программы, поэтому часть занятий перенесена на внеклассную, кружковую деятельность. По опросам обучающихся, почти 30% учеников не любят ходить в школу. Признавая превышение нагрузки, Министерство образования не планирует её понижать, а, напротив, заинтересовано в увеличении.

Причём в ряде регионов объёмные программы уже реализуются в пилотном варианте. Через пару лет экспериментальные наработки будут внедрены для всей школы. В частности увеличение происходит за счёт предмета «Основы религиоведения». Данная дисциплина преподаётся с 5 по 9 класс. На него выделено повышенное количество часов. Данная проблема активно обсуждается пока на просторах интернета. Но не ровен час о ней заговорят и в оффлайне.";11.04.2019 4:27;['VK-1603736028819866', 'VK-13915780593', 'VK-40144706237']
"Каждый шестой считает — заразиться вирусом иммунодефицита можно от укуса насекомого. Это выяснил Росстат в ходе опроса.

А ещё 11 процентов сказали, что подхватить ВИЧ можно через посуду. 

Врачи напоминают — заболевание не передаётся через пищу и воду, а тем более через комариные укусы и воздух.

Количество ВИЧ-инфицированных в России перевалило за миллион. Иркутская область в лидерах
Число живущих в России граждан с диагнозом ВИЧ превысило 1 млн человек, следует из справки, подготовленной Федеральным научно-методическим центром по профилактике и борьбе со СПИДом Роспотребнадзора, пишет РБК.

«К КОНЦУ 2018 ГОДА В СТРАНЕ ПРОЖИВАЛИ 1 007 369 РОССИЯН С ДИАГНОЗОМ ВИЧ-ИНФЕКЦИЯ, ИСКЛЮЧАЯ 318 870 УМЕРШИХ БОЛЬНЫХ»,

— говорится в документе.

В справке организации по итогам третьего квартала 2018 года говорилось, что число россиян, живущих с диагнозом ВИЧ, составляет 998 037 человек.

По данным центра, на конец декабря умерли 24% от числа всех зарегистрированных инфицированных ВИЧ россиян. Ведущей причиной летальных исходов среди ВИЧ-инфицированных остается туберкулез, говорится в документе.

Случаи ВИЧ зарегистрированы во всех субъектах Российской Федерации, но к пяти наиболее пораженным ВИЧ-инфекцией регионам составители документа отнесли Кемеровскую, Иркутскую, Свердловскую, Самарскую и Оренбургскую области. В этих областях на каждые 100 тыс. населения зарегистрированы 1,8– 1,3 тыс. человек с ВИЧ.

Эти же регионы лидируют среди российских регионов по смертности от ВИЧ.

Только 72% (или 751,7 тыс.человек) от всех живущих с ВИЧ в России в 2018 году состояли на диспансерном учете, следует из справки Роспотребнадзора.

«ОХВАТ ЛЕЧЕНИЕМ В 2018 ГОДУ В РОССИЙСКОЙ ФЕДЕРАЦИИ СОСТАВИЛ 42,4% ОТ ЧИСЛА ЖИВШИХ С ДИАГНОЗОМ ВИЧ-ИНФЕКЦИЯ И 58,9% ОТ ЧИСЛА СОСТОЯВШИХ НА ДИСПАНСЕРНОМ НАБЛЮДЕНИИ»,

— говорится в документе.";11.04.2019 4:20;['VK-1603736028819866', 'VK-96422203675', 'VK-14684886126']
"Количество зарегистрированных браков в России по итогам 2018 года снизилось на 12,7% по сравнению с 2017 годом и составило 917 тыс., следует из данных Росстата. Годом ранее было зарегистрировано 1,05 млн браков. На это обратили внимание эксперты РАНХиГС в свежем мониторинге социально-экономического положения и самочувствия населения.

Коэффициент брачности (число зарегистрированных браков на 1 000 человек населения) составил 6,2 в прошлом году, тогда как в 2017-м показатель составлял 7,2. Этот коэффициент (как и абсолютное количество браков) опустился до минимального значения с 2000 года, когда показатель составлял те же 6,2, сообщает РБК.

Между тем число рождений после падения в 1990-е годы постепенно начало повышаться с начала 2000-х годов. Когда поколения, родившиеся в 2000-е, начнут входить в возраст заключения браков, тогда и коэффициент брачности начнет расти. По словам экспертов, увеличение числа зарегистрированных браков следует ожидать с середины 2020-х годов.

Число зарегистрированных разводов по итогам 2018 года снизилось на 4,5% и составило 584 тысячи. Общий коэффициент разводимости сократился по сравнению с 2017 годом до четырех разводов на 1000 населения. Это минимальное значение показателя с 1990 года.

Естественная убыль населения России по итогам 2018 года составила 218 400 человек, что превышает аналогичный показатель 2017 года на 62,5% (на 84 000 человек). Миграционный приток населения России в 2018 году был самым низким за всю постсоветскую историю страны. По итогам 2018 года миграционный прирост составил 124 900 человек.

Таким образом, миграционный приток не смог компенсировать естественную убыль, и общая численность населения России сократилась впервые за десять лет. По предварительным данным Росстата, на 1 января 2019 года в России проживали 146,7 млн человек, а в среднем за 2018 год — 146,8 млн человек.";11.04.2019 4:13;['VK-1603736028819866', 'VK-56440507601', 'VK-97922988601']
"Уроженец Черемхово Семен Курташов занял первое место на всероссийском турнире по дзюдо среди мужчин памяти Василия Сергеевича Ощепкова, который 5-7 апреля проходил в Хабаровске. В турнире приняли участие 109 борцов со всех уголков России.

Как сообщили в администрации города Черемхово, Семен Курташов выступал в весовой категории до 60 килограммов. В этой категории было 16 участников. Семен провел четыре поединка и стал победителем турнира. На пути к финалу он одержал победу над борцами из Санкт-Петербурга, республики Тыва и других регионов. В финале Семен выиграл у опытного спортсмена Альберта Монгуша из республики Тыва.

Всех победителей наградили кубками, медалями, памятными призами и денежными сертификатами.";11.04.2019 4:07;['VK-1603736028819866', 'VK-90744160702', 'VK-26715963689']
"Участковые уполномоченные полиции и сотрудники ГИБДД МО МВД России «Черемховский» провели информационно-профилактическую акцию «Осторожно, мошенники!» 

В рамках мероприятия полицейские довели до участников дорожного движения: водителей, пассажиров и пешеходов информацию об основных видах мошенничества, а также рассказали о том, как уберечь себя от мобильных интернет-мошенников. Особое внимание уделялось гражданам пожилого возраста, так как именно они чаще всего подвергаются обману. 
В ходе неформальных бесед полицейские подробно остановились на том, как злоумышленники сообщают о несуществующих рекламных акциях, присылают сообщения о блокировке банковских карт, входят в доверие граждан, чьи родственники якобы попали в трудную ситуацию, просят перевести деньги на указанный ими счет. Для избежания подобных ситуаций стражи порядка призвали граждан быть бдительными и разъяснили, как вести себя, чтобы уберечься от преступных посягательств и не стать жертвой преступления. 
Всем гражданам, во время акции сотрудники полиции вручили информационные памятки с рекомендациями о том, как обезопасить себя и своих близких от мошенников.";11.04.2019 3:56;['VK-1603736028819866', 'VK-46874211536', 'VK-77103236267']
